出現紀錄識別碼,階層,學名,中文名,緯度,經度,採樣日期,資料主題,資料來源,引用資訊
ODB:bio:occ:56902,species,Pennahia argentata,白姑魚,26.8793,121.0662,2009-06-30,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56893,species,Pennahia aneus,,26.8793,121.0662,2009-06-30,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56612,species,Laemonema nana,小瘤鱈,26.8793,121.0662,2009-06-30,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56531,species,Evynnis cardinalis,紅鋤齒鯛,26.8793,121.0662,2009-06-30,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56233,species,Atrobucca nibe,黑䱛,26.8793,121.0662,2009-06-30,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56067,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,26.8793,121.0662,2009-06-30,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57238,species,Zeus faber,日本的鯛,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57197,species,Upeneus japonicus,日本緋鯉,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57163,species,Synodus variegatus,花斑狗母魚,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57140,species,Parascombrops philippinensis,菲律賓擬鯥,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57108,species,Satyrichthys rieffeli,瑞氏紅魴鮄,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57075,species,Repomucenus virgis,處女斜棘䲗,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57017,species,Pseudocaranx dentex,黃帶擬鰺,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56860,species,Parapercis sexfasciata,六帶擬鱸,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56654,species,Leiognathus brevirostris,,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56576,species,Hoplichthys gilberti,吉氏針鯒,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56300,species,Champsodon snyderi,斯氏鱷齒魚,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56266,species,Coelorinchus multispinulosus,多棘腔吻鱈,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56204,species,Arnoglossus yamanakai,山中氏羊舌鮃,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56150,species,Ostorhinchus kiensis,中線鸚天竺鯛,29.3835,126.4112,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57227,species,Pseudaesopia japonica,日本擬鰨,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57180,species,Trachyrhamphus serratus,鋸粗吻海龍,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57101,species,Rogadius asper,松葉倒棘牛尾魚,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57074,species,Repomucenus virgis,處女斜棘䲗,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57035,species,Pseudorhombus pentophthalmus,五眼斑鮃,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57020,species,Pseudorhombus cinnamoneus,檸檬斑鮃,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56937,species,Pleuronichthys cornutus,木葉鰈,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56859,species,Parapercis sexfasciata,六帶擬鱸,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56776,species,Minous monodactylus,單指虎鮋,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56763,species,Macroramphosus scolopax,鷸嘴魚,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56752,species,Lophius litulon,黃鮟鱇,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56688,species,Lepidotrigla hime,姬鱗角魚,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56661,species,Lepidotrigla alata,翼鱗角魚,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56632,species,Laeops kitaharae,北原氏左鮃,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56607,species,Laemonema nana,小瘤鱈,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56570,species,Hoplichthys filamentosus,,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56497,species,Erisphex pottii,絨鮋,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56468,genus,Cynoglossus,舌鰨屬,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56299,species,Champsodon snyderi,斯氏鱷齒魚,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56258,species,Bregmaceros nectabanus,銀腰海鰗鰍,26.8793,121.0662,2009-06-30,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56175,species,Jaydia lineata,,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56136,species,Jaydia carinatus,斑鰭銀口天竺鯛,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56112,species,Antennarius striatus,條紋躄魚,29.7263,125.2625,2009-05-05,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56936,species,Pleuronichthys cornutus,木葉鰈,30.1019,124.2515,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56775,species,Minous monodactylus,單指虎鮋,30.1019,124.2515,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56762,species,Macroramphosus scolopax,鷸嘴魚,30.1019,124.2515,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56700,species,Lepidotrigla japonica,日本鱗角魚,30.1019,124.2515,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56660,species,Lepidotrigla alata,翼鱗角魚,30.1019,124.2515,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56411,species,Cynoglossus interruptus,斷線舌鰨,30.1019,124.2515,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56298,species,Champsodon snyderi,斯氏鱷齒魚,30.1019,124.2515,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56060,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,30.1019,124.2515,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56774,species,Minous monodactylus,單指虎鮋,30.5185,123.2681,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56103,species,Amblychaeturichthys sciistius,,30.5185,123.2681,2009-05-06,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57239,species,Zeus faber,日本的鯛,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57221,species,Uranoscopus japonicus,日本鰧,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57141,species,Parascombrops philippinensis,菲律賓擬鯥,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57076,species,Repomucenus virgis,處女斜棘䲗,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57036,species,Pseudorhombus pentophthalmus,五眼斑鮃,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56995,species,Psettina tosana,土佐鰜鮃,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56962,genus,Pleuronichthys,木葉鰈屬,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56861,species,Parapercis sexfasciata,六帶擬鱸,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56791,species,Minous pusillus,細鰭虎鮋,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56753,species,Lophius litulon,黃鮟鱇,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56662,species,Lepidotrigla alata,翼鱗角魚,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56581,species,Hoplichthys langsdorfii,郎氏針鯒,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56498,species,Erisphex pottii,絨鮋,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56413,species,Cynoglossus interruptus,斷線舌鰨,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56341,species,Chelidonichthys kumu,,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56301,species,Champsodon snyderi,斯氏鱷齒魚,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56287,species,Repomucenus huguenini,,28.96,124.1588,2009-05-04,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
